gene	process	chr	function	ENSG	gene-start	gene-end	url	notes
MRPS15	Translation	1	MRPS15: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000116898	36455718	36464437	http://www.ncbi.nlm.nih.gov/gene/64960	
MRPS16	Translation	10	MRPS16: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000182180	73248843	73252693	http://www.ncbi.nlm.nih.gov/gene/51021	
MRPS17	Translation	7	MRPS17: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000239789	55951819	55956501	http://www.ncbi.nlm.nih.gov/gene/51373	
MRPS18A	Translation	6	MRPS18A: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000096080	43671303	43687791	http://www.ncbi.nlm.nih.gov/gene/55168	
MRPS18B	Translation	6	MRPS18B: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000204568	30617709	30626395	http://www.ncbi.nlm.nih.gov/gene/28973	
MRPS18C	Translation	4	MRPS18C: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000163319	83455932	83469735	http://www.ncbi.nlm.nih.gov/gene/51023	
MRPS2	Translation	9	MRPS2: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000122140	135499984	135504673	http://www.ncbi.nlm.nih.gov/gene/51116	
MRPS21	Translation	1	MRPS21: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000266472	150293720	150308979	http://www.ncbi.nlm.nih.gov/gene/54460	
MRPS22	Translation	3	MRPS22: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000175110	139005806	139357223	http://www.ncbi.nlm.nih.gov/gene/56945	
MRPS23	Translation	17	MRPS23: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000181610	57834781	57850056	http://www.ncbi.nlm.nih.gov/gene/51649	
MRPS24	Translation	7	MRPS24: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000062582	43866558	43869893	http://www.ncbi.nlm.nih.gov/gene/64951	
MRPS25	Translation	3	MRPS25: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000131368	15042460	15065335	http://www.ncbi.nlm.nih.gov/gene/64432	
MRPS26	Translation	20	MRPS26: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000125901	3045945	3048254	http://www.ncbi.nlm.nih.gov/gene/64949	
MRPS27	Translation	5	MRPS27: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000113048	72219409	72320646	http://www.ncbi.nlm.nih.gov/gene/23107	
MRPS28	Translation	8	MRPS28: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000147586	79918717	80030289	http://www.ncbi.nlm.nih.gov/gene/28957	
DAP3	Translation	1	DAP3: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000132676	155687960	155739010	http://www.ncbi.nlm.nih.gov/gene/7818	
MRPS30	Translation	5	MRPS30: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000112996	44808925	44820428	http://www.ncbi.nlm.nih.gov/gene/10884	
MRPS31	Translation	13	MRPS31: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000102738	40729135	40771173	http://www.ncbi.nlm.nih.gov/gene/10240	
MRPS33	Translation	7	MRPS33: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000090263	141002610	141015228	http://www.ncbi.nlm.nih.gov/gene/51650	
MRPS34	Translation	16	MRPS34: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000074071	1771890	1773155	http://www.ncbi.nlm.nih.gov/gene/65993	
MRPS35	Translation	12	MRPS35: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000061794	27710773	27756295	http://www.ncbi.nlm.nih.gov/gene/60488	
MRPS36	Translation	5	MRPS36: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000134056	69217760	69230129	http://www.ncbi.nlm.nih.gov/gene/92259	
MRPS5	Translation	2	MRPS5: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000144029	95087207	95149434	http://www.ncbi.nlm.nih.gov/gene/64969	
MRPS6	Translation	21	MRPS6: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000243927	34073224	34143034	http://www.ncbi.nlm.nih.gov/gene/64968	
MRPS7	Translation	17	MRPS7: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000125445	75261674	75266373	http://www.ncbi.nlm.nih.gov/gene/51081	
MRPS9	Translation	2	MRPS9: Mitoribosome which forms a part of mitochondrial translation machinary	ENSG00000135972	105037983	105099960	http://www.ncbi.nlm.nih.gov/gene/64965	
MTIF3	Translation	13	MTIF3: Translation initiation factor could assist the mRNA to bind to rRNAs	ENSG00000122033	27435643	27450591	http://www.ncbi.nlm.nih.gov/gene/219402	
MTIF2	Translation	2	MTIF2: Translation initiation factor could assist the tRNA to bind to rRNAs	ENSG00000085760	55236595	55269347	http://www.ncbi.nlm.nih.gov/gene/4528	
TACO1	Translation	17	TACO1: Translation activator of complex IV subunit	ENSG00000136463	63600872	63608365	http://www.ncbi.nlm.nih.gov/gene/51204	
LRPPRC	Translation	2	LRPPRC: Might play a role in the translation and stability of COX subunits	ENSG00000138095	43886508	43996005	http://www.ncbi.nlm.nih.gov/gene/10128	
RNASEL	Translation	1	RNASEL: Modulate the stability of mitochondrial mRNAsby interacting with MTIF2	ENSG00000135828	182573634	182589256	http://www.ncbi.nlm.nih.gov/gene/6041	
LONP1	Translation	19	LONP1: Involved in the post translational quality control, has re-solublization activity of protein aggregates	ENSG00000196365	5691834	5720572	http://www.ncbi.nlm.nih.gov/gene/9361	
CLPP	Translation	19	CLPP: Involved in the post translational quality control, has re-solublization activity of protein aggregates	ENSG00000125656	6361452	6368908	http://www.ncbi.nlm.nih.gov/gene/8192	
CLPX	Translation	15	CLPX: Quality control of inner membrane proteins	ENSG00000166855	65148219	65185342	http://www.ncbi.nlm.nih.gov/gene/10845	
PHB	Translation	17	PHB: Involved in the post translational quality control, stabilizes mitochondrially synthesized proteins	ENSG00000167085	49404049	49414905	http://www.ncbi.nlm.nih.gov/gene/5245	
OXA1L	Translation	14	OXA1L: May have a role in the insertion of proteins into inner membrane and also a complex V assembly factor	ENSG00000155463	22766522	22773041	http://www.ncbi.nlm.nih.gov/gene/5018	
ATAD3A	Translation	1	ATAD3A: May interact with mitochondrial proteins and is required mitochondrial protein synthesis	ENSG00000197785	1512151	1534687	http://www.ncbi.nlm.nih.gov/gene/55210	
ATAD3B	Translation	1	ATAD3B: May interact with mitochondrial proteins and is required mitochondrial protein synthesis	ENSG00000160072	1471769	1497848	http://www.ncbi.nlm.nih.gov/gene/83858	
MPV17L2	Translation	19	MPV17L2: May be involved in the biogenesis of mitochondrial ribosomes	ENSG00000254858	18193182	18196948	http://www.ncbi.nlm.nih.gov/gene/84769	
DHX30	Translation	3	DHX30: May be involved in the biogenesis of mitochondrial ribosomes	ENSG00000132153	47802909	47850195	http://www.ncbi.nlm.nih.gov/gene/22907	
DDX28	Translation	16	DDX28: May be involved in the biogenesis of mitochondrial ribosomes	ENSG00000182810	68021274	68023442	http://www.ncbi.nlm.nih.gov/gene/55794
EIF2AK1	Translation	7	EIF2AK1: Inhibits protein synthesis at the translation initiation level, in response to various stress conditions	ENSG00000086232	6022247	6059229	http://www.ncbi.nlm.nih.gov/gene/27102
EIF2AK3	Translation	2	EIF2AK3: Metabolic-stress sensing protein kinase that phosphorylates and inactivates the alpha subunit of eukaryotic translation initiation factor 2	ENSG00000172071	88556740	88627576	http://www.ncbi.nlm.nih.gov/gene/9451
YARS	Translation	1	YARS: Aminoacyl-tRNA synthetases that catalyze the aminoacylation of tRNA by their cognate amino acid	ENSG00000134684	32775237	32818032	http://www.ncbi.nlm.nih.gov/gene/8565
RPS19	Translation	19	RPS19: Ribosomal protein required for pre-rRNA processing and maturation of 40S ribosomal subunits	ENSG00000105372	41859918	41871416	http://www.ncbi.nlm.nih.gov/gene/6223
DKC1	Translation	X	DKC1: Has an active role in telomerase stabilization and maintenance	ENSG00000130826	154762742	154777689	http://www.ncbi.nlm.nih.gov/gene/1736
SBDS	Translation	7	SBDS: Required for the assembly of mature ribosomes and ribosome biogenesis	ENSG00000126524	66987703	66995601	http://www.ncbi.nlm.nih.gov/gene/51119
AARS	Translation	16	AARS: Alanyl-tRNA synthetase that catalyzes the attachment of alanine to tRNA(Ala)	ENSG00000090861	70252295	70289552	http://www.ncbi.nlm.nih.gov/gene/16
RMND1	Translation	6	RMND1: Required for mitochondrial translation, possibly by coordinating the assembly or maintenance of the mitochondrial ribosome	ENSG00000155906	151404548	151452181	http://www.ncbi.nlm.nih.gov/gene/55005
C12orf65	Translation	12	C12orf65: Codon-independent translation release factor that appears to contribute to peptide chain termination in the mitochondrial translation machinery	ENSG00000130921	123233297	123257959	http://www.ncbi.nlm.nih.gov/gene/91574
MCU	Calcium trafficking	10	MCU: Involved in the accumulation of calcium ions in the matrix through ion impermeable inner mitochondrial membrane	ENSG00000156026	72692131	72887694	http://www.ncbi.nlm.nih.gov/gene/90550	
SLC24A6	Calcium trafficking	12	SLC24A6: Involved in the calcium homeostasis by counteracting the calcium accumaltion in the mitochondria	ENSG00000089060	113298759	113359493	http://www.ncbi.nlm.nih.gov/gene/80024	Also known as SLC8B1
LETM1	Calcium trafficking	4	LETM1: Might act as calcium ion and hydrogen ion antiporter exchanging hydrogen for calcium	ENSG00000168924	1811479	1856247	http://www.ncbi.nlm.nih.gov/gene/3954	
MICU1	Calcium trafficking	10	MICU1: Regulates the mitochodrial calcium uniporter by inhibiting and permitting the calcium depending upon the cytosolic calcium concentrations	ENSG00000107745	72367327	72626191	http://www.ncbi.nlm.nih.gov/gene/10367	
EFHA1	Calcium trafficking	13	EFHA1: Regulates the mitochodrial calcium uniporter by inhibiting and permitting the calcium depending upon the cytosolic calcium concentrations	ENSG00000165487	21492691	21604214	http://www.ncbi.nlm.nih.gov/gene/221154	Also known as MICU2
CCDC90A	Calcium trafficking	6	CCDC90A: Mitochondrial calcium uniporter regulator 1 required for the MCU dependent calcium uptake by the mitochondria 	ENSG00000050393	13786557	13814568	http://www.ncbi.nlm.nih.gov/gene/63933	Also known as MCUR1
EFHA2	Calcium trafficking	8	EFHA2: Regulates the mitochodrial calcium uniporter by inhibiting and permitting the calcium depending upon the cytosolic calcium concentrations	ENSG00000155970	17027238	17122644	http://www.ncbi.nlm.nih.gov/gene/286097	Also known as MICU3
CCDC109B	Calcium trafficking	4	CCDC109B: Forms a important component of mitochondrial calcium uniporter with MCU	ENSG00000005059	109560205	109688726	http://www.ncbi.nlm.nih.gov/gene/55013	
C22orf32	Calcium trafficking	22	C22orf32: Forms a important component of mitochondrial calcium uniporter with MCU	ENSG00000183172	42079691	42084284	http://www.ncbi.nlm.nih.gov/gene/91689	Also known as SMDT1
ITPR3	Calcium trafficking	6	ITPR3: Component of the Inositol-1,4,5-triphosphate receptors channels used for the fluxes of Ca2+ from ER to mitochondria	ENSG00000096433	33620365	33696574	http://www.ncbi.nlm.nih.gov/gene/3710	
ITPR2	Calcium trafficking	12	ITPR2: Component of the Inositol-1,4,5-triphosphate receptors channels used for the fluxes of Ca2+ from ER to mitochondria	ENSG00000123104	26336515	26833198	http://www.ncbi.nlm.nih.gov/gene/3709	
ITPR1	Calcium trafficking	3	ITPR1: Component of the Inositol-1,4,5-triphosphate receptors channels used for the fluxes of Ca2+ from ER to mitochondria	ENSG00000150995	4493348	4847840	http://www.ncbi.nlm.nih.gov/gene/3708	
TCHP	Calcium trafficking	12	TCHP: Involved in the regulation of ER mitochondria juxtaposition 	ENSG00000139437	109900264	109983841	http://www.ncbi.nlm.nih.gov/gene/84260	
SIGMAR1	Calcium trafficking	9	SIGMAR1: Stabilises the Inositol-1,4,5-triphosphate receptors and ensures proper Ca2+ fluxes	ENSG00000147955	34634722	34637809	http://www.ncbi.nlm.nih.gov/gene/10280	
PACS2	Calcium trafficking	14	PACS2: Involved in the control of ER mitochondria appositions 	ENSG00000179364	105300563	105398147	http://www.ncbi.nlm.nih.gov/gene/23241	
PML	Calcium trafficking	15	PML: Regulates Inositol-1,4,5-triphosphate receptor mediated Ca2+ release from the ER	ENSG00000140464	73994673	74047812	http://www.ncbi.nlm.nih.gov/gene/5371	
CDS1	Cardiolipin biosynthesis	4	CDS1: Converts phosphatidic acid to cytidine diphosphate diacylglycerol	ENSG00000163624	84582979	84651338	http://www.ncbi.nlm.nih.gov/gene/1040	
PGS1	Cardiolipin biosynthesis	17	PGS1: Phosphatidylglycerol synthase converts cytidine diphosphate diacylglycerol to phosphatidylglycerol phosphate	ENSG00000087157	78378640	78425114	http://www.ncbi.nlm.nih.gov/gene/9489	
PTPMT1	Cardiolipin biosynthesis	11	PTPMT1: Phosphatidylglycerophosphatase activity removes phospate from phosphatidylglycerol phosphate to form phosphatidylglycerol	ENSG00000110536	47565430	47573461	http://www.ncbi.nlm.nih.gov/gene/114971	
CRLS1	Cardiolipin biosynthesis	20	CRLS1: Catalyzes the condensation of cytidine diphosphate diacylglycerol and phosphatidylglycerol forming a nascent cardiolipin	ENSG00000088766	6006090	6040053	http://www.ncbi.nlm.nih.gov/gene/54675	
TAZ	Cardiolipin biosynthesis	X	TAZ: Converts the nascent cardiolipin to mature cardiolipin	ENSG00000102125	154411518	154421726	http://www.ncbi.nlm.nih.gov/gene/6901	
GCLC	ROS defense	6	GCLC: Catalyzes the first step reaction which combines cystein and glutamate to form glutamylcysteine	ENSG00000001084	53497341	53616970	http://www.ncbi.nlm.nih.gov/gene/2729	
GCLM	ROS defense	1	GCLM: Catalyzes the first step reaction which combines cystein and glutamate to form glutamylcysteine	ENSG00000023909	93885205	93909456	http://www.ncbi.nlm.nih.gov/gene/2730	
GSS	ROS defense	20	GSS: Catalyzes the formation of gluthathione from glutamylcysteine by combining it with the glycine	ENSG00000100983	34928430	34955817	http://www.ncbi.nlm.nih.gov/gene/2937	
SCLC25A11	ROS defense	17	SLC25A11: May be involved in the transport of gluthathione into the mitochondria	ENSG00000108528	4937130	4940251	http://www.ncbi.nlm.nih.gov/gene/8402	Also known as SLC25A11
SCLC25A10	ROS defense	17	SLC25A10: May be involved in the transport of gluthathione into the mitochondria	ENSG00000183048	81712236	81721016	http://www.ncbi.nlm.nih.gov/gene/1468	Also known as SLC25A10
SLC25A1	ROS defense	22	SLC25A1: May be involved in the transport of gluthathione into the mitochondria	ENSG00000100075	19175575	19178830	http://www.ncbi.nlm.nih.gov/gene/6576	
SOD2	ROS defense	6	SOD2: Dismutates the super oxide generated in the mitochondiral matrix to hydrogen peroxide	ENSG00000112096	159669057	159762529	http://www.ncbi.nlm.nih.gov/gene/6648	
SOD1	ROS defense	21	SOD1: May be involved in the removal of superoxides in the inter membrane space of mitochondria	ENSG00000142168	31659622	31668931	http://www.ncbi.nlm.nih.gov/gene/6647	
SHC1	ROS defense	1	SHC1: Could be involved in the generation of the hydrogen peroxide independent of superoxides in mitochondria	ENSG00000160691	154962298	154974395	http://www.ncbi.nlm.nih.gov/gene/6464	
BCKDHA	ROS defense	19	BCKDHA: Involved in the catabolism of aminoacids in mitochondria and may also be involved in the production of superoxides and hydrogen peroxide	ENSG00000248098	41397460	41431345	http://www.ncbi.nlm.nih.gov/gene/593	
BCKDHB	ROS defense	6	BCKDHB: Involved in the catabolism of aminoacids in mitochondria and may also be involved in the production of superoxides and hydrogen peroxide	ENSG00000083123	80106647	80346270	http://www.ncbi.nlm.nih.gov/gene/594	
GPX1	ROS defense	3	GPX1: Reduces hydrogen peroxide to water by using reducing equivalents from gluthathione	ENSG00000233276	49357176	49358600	http://www.ncbi.nlm.nih.gov/gene/2876	
GSR	ROS defense	8	GSR: Reduces oxidized gluthathione to gluthathione which can be re utilized by GPX1	ENSG00000104687	30678061	30727926	http://www.ncbi.nlm.nih.gov/gene/2936	
GPX4	ROS defense	19	GPX4: Involved in the reduction of the lipid peroxides to their hydroxides	ENSG00000167468	1103926	1106791	http://www.ncbi.nlm.nih.gov/gene/2879	
PRDX3	ROS defense	10	PRDX3: Mitochondrial peroxiredoxin reduces hydrogen peroxide to water	ENSG00000165672	119167703	119178833	http://www.ncbi.nlm.nih.gov/gene/10935	
TXN2	ROS defense	22	TXN2: Mitochondrial thioredoxin reduces peroxiredoxin to their super oxide scavenging state	ENSG00000100348	36467036	36482030	http://www.ncbi.nlm.nih.gov/gene/25828	
TXNRD2	ROS defense	22	TXNRD2: Maintains thioredoxins in their reduced state using NAPDH reducing equivalents	ENSG00000184470	19875517	19941992	http://www.ncbi.nlm.nih.gov/gene/10587	
MPV17	ROS defense	2	MPV17: May have a role in the metabolism of reactive oxygen species	ENSG00000115204	27309492	27325680	http://www.ncbi.nlm.nih.gov/gene/4358	
MPV17L	ROS defense	16	MPV17L: May have a role in the metabolism of reactive oxygen species	ENSG00000156968	15395754	15413268	http://www.ncbi.nlm.nih.gov/gene/255027	
GLRX2	ROS defense	1	GLRX2: Involved in the control of mitochndrial protein gluthathionylation	ENSG00000023572	193096468	193106114	http://www.ncbi.nlm.nih.gov/gene/51022	
GSTA1	ROS defense	6	GSTA1: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000243955	52791664	52803910	http://www.ncbi.nlm.nih.gov/gene/2938	
GSTA2	ROS defense	6	GSTA2: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000244067	52750089	52763569	http://www.ncbi.nlm.nih.gov/gene/2939	
GSTA4	ROS defense	6	GSTA4: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000170899	52977948	52995378	http://www.ncbi.nlm.nih.gov/gene/2941	
GSTP1	ROS defense	11	GSTP1: Mitochondrial gluthathione-S-transferases through gluthothione conjugation or proxide reduction detoxify harmful byproducts	ENSG00000084207	67583595	67586660	http://www.ncbi.nlm.nih.gov/gene/2950   	
